,Číslo záznamu,Finské id,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu v latince,Doplnění názvu,Údaje o odpovědnosti a další informace (z titulní strany),Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel","Edice, svazek",Údaje o časopiseckém vydání,Počet stran,Rok,ISBN,Další role,Volná poznámka,technická poznámka
13,14,003314654,kniha,nan,celé dílo,překlad,nan,"Bořkovcová, Hanna (jk01012732)",Me kolme pöhköä,nan,[Autorka:] Hanna Knapp ; Suomentanut Kirsti Siraste,My tři cvoci,fin,cze,nan,nan,Porvoo (Finsko) : WSOY:n graafiset laitokset,Nuorten toivekirjasto ; 245,nan,169.0,1977.0,951-0-08348-8,Kirsti Siraste (trl) § Hana Bořkovcová (ill),nan,nan
14,15,000047224,kniha,nan,celé dílo,překlad,nan,"Černohorská, Milena (jk01021444)",Leoš Janáček,nan,nan,Leoš Janáček,fin,cze,ger ; eng,nan,Hämeenlinna (Finsko) : Arvi A. Karisto Oy,nan,nan,99.0,1984.0,951-99522-1-7,Riitta Laaksonen (trl) §  Erkki Pullinen (trl) §  Jarmo Sermilä (trl) §  Tarja Svärd-Ylilehto (trl) § Inari Teinilä (trl),vytvořeno skupinou Janáček-Seuran työryhmä,nan
15,16,000451914,kniha,nan,celé dílo,překlad,nan,"Macura, Vladimír (jk01072821)",Kansalainen Monte Christo,nan,nan,Občan Monte Christo,fin,cze,nan,nan,Helsinki (Finsko) : Taifuuni,nan,nan,228.0,1995.0,951-581-042-6,Eero Balk (trl),nan,nan
16,17,000514403,kniha,nan,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",Hirttäjätär : Banaali romaani,nan,nan,Katyně,fin,cze,nan,nan,Helsinki (Finsko) : Kirjayhtymä,nan,nan,333.0,1978.0,951-26-1486-3,Kirsti Siraste (trl),nan,nan
17,18,000407533,kniha,nan,celé dílo,překlad,nan,"Pinková, Alice (jx20040212023)",Linnunradan keittokirja,nan,nan,Receptář ve znamení zvěrokruhu anebo sezónní kuchařka pro pokročilé,fin,cze,nan,nan,Pieksämäki (Finsko) : Taifuuni,nan,nan,457.0,1992.0,951-581-004-3,"Eero Balk (trl, aui)",nan,nan
18,19,004343308,kniha,nan,celé dílo,překlad,nan,"Seifert, Jaroslav (jk01110657)",Ruttopylväs,nan,nan,Morový sloup,fin,cze,nan,nan,Porvoo (Finsko) : WSOY:n graafiset laitokset,nan,nan,96.0,1985.0,951-0-13077-X,"Hannu Ylilehto (trl, cwt)",nan,nan
19,20,003332471,kniha,nan,celé dílo,překlad,nan,"Seifert, Jaroslav (jk01110657)",Laulu omenapuusta,nan,nan,"Koulelo se, koulelo",fin,cze,nan,nan,Helsinki (Finsko) : Lasten Keskus Oy,nan,nan,29.0,1985.0,951-626-553-7,Mervi Vyyryläinen-Väänänen § Josef Paleček (ill),nan,nan
20,21,00330262,kniha,nan,celé dílo,překlad,nan,"Baránková, Vlasta (jn19981000214)",Ystävyyden laiva,nan,nan,O ztraceném koťátku,fin,cze,nan,nan,Helsinki (Finsko) : Lasten Keskus Oy,nan,nan,nan,1992.0,951-626-986-9,Pirjo Rintakoski (trl) § Vlasta Baránková (ill),nan,nemá číslované strany
21,22,000520700,kniha,nan,celé dílo,překlad,nan,"Petiška, Eduard (jk01092720)",Kreikkalaisia satuja,nan,nan,Staré řecké báje a pověsti,fin,cze,ger,Alte griechische Sagen,Helsinki (Finsko) : Weilin+Göös,nan,nan,189.0,1973.0,951-35-0904-4,Aarno Peromies (trl) § Zdeněk Sklenář (ill),nan,nan
22,23,000522443,kniha,nan,celé dílo,překlad,nan,"Zábranský, Adolf (jk01151856)",Kultainen portti,nan,"kansanlauluja, sananlaskuja ja arvoituksia tsekkiläisestä kansanrunoudesta vallinut ja kuvittanut Adolf Zábranský suomeksi sovittanut Eeva-Liisa Manner",Zlatá brána otevřená,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Otava,nan,nan,nan,1968.0,nan,Eeva-Liisa Manner (trl) § Adolf Zábranský (ill),nan,nemá číslované strany
23,24,000665594,kniha,nan,celé dílo,překlad,nan,"Frýzek, Václav (mzk2014833537)",Jääkiekkoilu kuvina,nan,nan,Zrcadlo hokeje,fin,cze,ger,Eishockey im Bild,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,139.0,1968.0,s.X.III.397,Matti Hossa (trl) § Matti Pirhonen (trl) § Pentti Pirhonen (trl) § Josef Jíra (ill) § Václav Frýzek (ill) § Libuše Frýzková (edt ilustrací),nan,nan
24,25,004002342,kniha,nan,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",Tšekkiläinen päiväkirja,nan,nan,Z deníku kontrarevolucionáře,fin,cze,ger,Aus dem Tagebuch eines Konterrevolutionärs,Helsinki (Finsko): Yhteiskirjapaino,nan,nan,280.0,1969.0,s.J.II.3943,Keijo Kylävaara (trl) § Pravoslav Sovák (pht),nan,nan
25,26,004398019,kniha,nan,celé dílo,překlad,nan,nan,Asiatietoja Tšekkoslovakiasta,nan,nan,originál nenalezen,fin,cze,nan,nan,Praha (Československo): Orbis,nan,nan,132.0,1961.0,D-05*01344,Lieko Zachovalová (trl) § Milan Hegar (ill),nan,není uveden původní autor
26,27,001508776,kniha,nan,celé dílo,překlad,nan,"Augusta, Josef (jk01010421)",Muinaisajan eläimiä,nan,nan,Hlubinami pravěku,fin,cze,ger,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Tammi,nan,nan,49.0,1960.0,s.S.IV.42,Paavo Voipio (trl) § Zdeněk Burian (ill),nan,není uveden název německého překladu
27,28,000782293,kniha,nan,celé dílo,překlad,nan,"Fučík, Julius (jk01032106)",Hirsipuun varjossa,nan,nan,Reportáž psaná na oprátce,fin,cze,nan,nan,Helsinki (Finsko): Kirjapaino Tapo Oy,nan,nan,107.0,1948.0,s.J.II.2535,Matti Lehmonen (trl),nan,nan
28,29,000417592,kniha,nan,celé dílo,překlad,nan,"Fuks, Ladislav (jk01032159)",Herra Theodor Mundstock,nan,nan,Pan Theodor Mundstock,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Tammi,Keltainen kirjasto ; 101,nan,234.0,1970.0,nan,Kirsti Siraste (trl),nan,nan
29,30,000514354,kniha,nan,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",Valkoinen kirja,"asiassa Adam Juráček, liikuntakasvatuksen ja piirustuksen lehtori, K:n pedagoginen oppilas vastaan Sir Isaac Newton, fysiikan professori, Cambridgen ylioposto laatinut aikakirja-aineston perusteella ja tädentänyt kiintoisilla dokumenteilla PAVEL KOHOUT",nan,"Bílá kniha o kauze Adam Juráček, profesor tělocviku a kreslení na Pedagogické škole v K., kontra Sir Isaac Newton, profesor fyziky na univerzitě v Cambridge – podle dobových materiálů rekonstruoval a nejzajímavějšími dokumenty doplnil PAVEL KOHOUT",fin,cze,ger,Weissbuch,Helsinki (Finsko) : Kirjayhtymä,nan,nan,218.0,1970.0,s.Hce.II.5235,Keijo Kylävaara (trl),nan,nan
30,31,003229505,kniha,nan,celé dílo,překlad,nan,"Holan, Emil (jk01041649)",Sähkökipinä joka valloitti maailman,nan,nuorisille kertonut Emil Holan,"Jiskra, která dobyla šveta",fin,cze,nan,nan,Porvoo (Finsko): Werner Söderström Osakeyhtiö,nan,nan,139.0,1944.0,s.P.II.1502,nan,nan,není uveden překladatel
31,32,003339546,kniha,nan,celé dílo,překlad,nan,"Janeček, Ota (jk01050921)",Lasten paratiisi,nan,nan,František Halas: Dětem,fin,cze,ger,Kinderparadies,(Finsko): Werner Söderström Osakeyhtiö,nan,nan,68.0,1968.0,s.H.III.1713,Aale Tyyni (trl) § Ota Janeček (ill),nan,nan
32,33,000664062,kniha,nan,celé dílo,překlad,nan,"Bendová, Krista (xx0003631)","Perhonen, hassu varpunen",nan,"kuvittanut Mirko Hanák, suomeksi riimitellyt Eeva-Liisa Manner",Čačky hračky,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Otava,nan,nan,nan,1967.0,s.Hce.III.274,Eeva-Liisa Manner (trl) §  Mirko Hanák (ill),nan,nemá číslované strany
33,34,003280061,kniha,nan,celé dílo,překlad,nan,"Čarek, Jan (jk01021064)",Iloinen riimikirja,nan,"kuvittanut Adolf Zábranský, säkeet kirjoittanut Jan Čarek, suomeksi riimittänyt Eeva-Liisa Manner",originál nenalezen,fin,cze,ger,Kinderfreuden,Helsinki (Finsko) : Kustannusosakeyhtiö Otava,nan,nan,nan,1963.0,s.Hce.III.113,Eeva-Liisa Manner (trl) § Jan Čarek § Adolf Zábranský (ill),nan,nemá číslované strany
34,35,003283214,kniha,nan,celé dílo,překlad,nan,"Šťovíčková, Dana (jk01131512) § Šťovíčková, Milada (jk01131513)",Kiinalaissatuja,nan,kiinalaisten lähteiden mukaan kertoneet Dana ja Milada Šťovíčková,Čínské lidové pohádky,fin,cze,ger,Chinesische Volksmärchen,Helsinki (Finsko) : Weilin+Göös,nan,nan,199.0,1971.0,s.Hce.III.666,Eila Kivikkaho (trl) § Aarno Peromies (trl) § Aleč Krejča (ill) § Eva Bednářová (ill),nan,nan
36,37,003321702,kniha,nan,celé dílo,překlad,nan,"Procházka, Jan (jk01101145)",Tyttö ja hevonen,nan,nan,Divoké prázdniny,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Tammi,Tam Tam kirjat ; 32,nan,130.0,1972.0,951-30-2269-2,Kirsti Siraste (trl),nan,nan
37,38,003093714,kniha,nan,celé dílo,překlad,nan,"Otčenášek, Jan (jk01091352)","Romeo, Julia ja pimeys",Romaani,nan,"Romeo, Julie a tma",fin,cze,eng,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Otava,Delfiinikirjat,nan,160.0,1981.0,951-1-06133-X,Kyllikki Clément (trl),nan,není uveden název anglického překladu
38,39,003310787,kniha,nan,celé dílo,překlad,nan,"Hofman, Ota (jk01041559)",Pako,nan,nan,Útěk,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Tammi,Tam Tam kirjat ; 8,nan,95.0,1970.0,s.Hce.I.+1497,Kirsti Siraste (trl),nan,nan
39,40,003289992,kniha,nan,celé dílo,překlad,nan,"Turek, Svatopluk (jk01121858)",Liukuhihna ei odota,nan,nan,Botostroj,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Yhteistö,nan,nan,284.0,1956.0,s.Hce.II.2540,Annikki Maruna (trl),nan,nan
40,41,003289992,kniha,nan,celé dílo,překlad,nan,"Pecka, Karel (jk01092241)",Pelon tiheikkö,nan,nan,Horečka,fin,cze,ger,Dickicht der Angst,Jyväskylä (Finsko): K. J. Gummerus Osakeyhtiö,nan,nan,307.0,1971.0,s.Hce.II.5333,Markku Mannila (trl),nan,nan
41,42,011517160,kniha,nan,celé dílo,překlad,nan,"Němcová, Božena (jk01083016)",Isoäiti,nan,nan,Babička,fin,cze,nan,nan,Lahti (Finsko): Kustannus Oy Kirjamaailma,nan,nan,351.0,1966.0,s.Hce.II.4466,Anna-Liisa Laine (trl),nan,nan
42,43,003091957,kniha,nan,celé dílo,překlad,nan,"Němcová, Božena (jk01083016)",Isoäiti,Kuvia maalaiselämästä,nan,Babička,fin,cze,nan,nan,(Finsko): Kirjapiiri,nan,nan,332.0,1978.0,s.Hce.II.7493,Anna-Liisa Laine (trl),úprava předešlého překladu,nan
43,44,002789122,kniha,nan,celé dílo,překlad,nan,"Němcová, Božena (jk01083016)",Isoäiti,Kuvia maalaiselämästä,nan,Babička,fin,cze,nan,nan,Porvoo (Finsko): Werner Söderström Osakeyhtiö,nan,nan,332.0,1979.0,951-0-08741-6,Anna-Liisa Laine (trl) § Mikko Kilpi (trl) § Marta Hellmuthóva (trl),"překlad téměř totožný jako z předchozího roku, Mikko Kilpi přeložil básně a Marta Hellmuthóva opravila české názvy",nan
44,45,000518928,kniha,nan,celé dílo,překlad,nan,"Kozák, Jan (jk01062556)",Taigan metsästäjät,nan,nan,Lovcem v tajze,fin,cze,nan,nan,Helsinki (Finsko) : Kirjayhtymä,nan,nan,276.0,1979.0,951-26-1705-6,Kirsti Siraste (trl) § Leo Bessonoff (trl),nan,nan
45,46,003290896,kniha,nan,celé dílo,překlad,nan,"Procházka, Jan (jk01101145)",Eläköön tasavalta,"Minä, Julina ja suuren sodan loppu",nan,Ať žije republika,fin,cze,nan,nan,Jyväskylä (Finsko): K. J. Gummerus Osakeyhtiö,nan,nan,243.0,1973.0,951-20-0261-2,Kirsti Siraste (trl),nan,nan
46,47,000203436,kniha,nan,celé dílo,překlad,nan,"Rudolf, Stanislav (jk01103025)",Uhmamielinen syksy,nan,nan,Nežne háckovany cas,fin,cze,nan,nan,Helsinki (Finsko): Suuri Nuorten Kirjakerho,nan,nan,176.0,1979.0,951-643-364-2,Kirsti Siraste (trl),nan,nan
47,48,000203432,kniha,nan,celé dílo,překlad,nan,"Rudolf, Stanislav (jk01103025)",Tonnikala,nan,nan,Metrácek aneb nemožně tlustá holka,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Tammi,Tam Tam kirjat ; 83,nan,164.0,1979.0,951-30-5000-9,Kirsti Siraste (trl),nan,nan
48,49,003328397,kniha,nan,celé dílo,překlad,nan,"Rudolf, Stanislav (jk01103025)",Minustako urheilija?!,nan,nan,Metrácek aneb nemožně tlustá holka,fin,cze,nan,nan,Helsinki (Finsko): Suuri Nuorten Kirjakerho,nan,nan,164.0,1980.0,951-643-373-1,Kirsti Siraste (trl),téměř totožné s předchozím vydáním,nan
49,50,000820616,kniha,nan,celé dílo,překlad,nan,"Faltus, Jiří (jk01030732)",Lehmä ja sen vstävät,nan,nan,Kráva a její kamarádi,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Otava,nan,nan,nan,1972.0,s.Xe.I.2313,"Jukka H. Puntari (trl) § Lukeš, Rudolf (ill)",nan,nemá číslované strany
50,51,003323111,kniha,nan,celé dílo,překlad,nan,"Černík, Michal (jk01021422)",Leijona ja sen ystävät,nan,nan,Lev a jeho kamarádi,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Otava,nan,nan,nan,1972.0,s. Xe.I.2315,"Jukka H. Puntari § Lukeš, Rudolf (ill)",nan,nemá číslované strany
51,52,003323112,kniha,nan,celé dílo,překlad,nan,"Faltus, Jiří (jk01030732)",Norsu ja sen ystävät,nan,nan,Slon a jeho kamarádi,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Otava,nan,nan,nan,1972.0,s.Xe.I.2316,"Jukka H. Puntari (trl) § Lukeš, Rudolf (ill)",nan,nemá číslované strany
52,53,003323109,kniha,nan,celé dílo,překlad,nan,"Černík, Michal (jk01021422)",Kilpikonna ja sen ystävät,nan,nan,Želva a její kamarádi,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Otava,nan,nan,nan,1972.0,s.Xe.I.2314,"Jukka H. Puntari (trl) § Lukeš, Rudolf (ill)",nan,nemá číslované strany
53,54,003330595,kniha,nan,celé dílo,překlad,nan,"Kubašta, Vojtěch (jk01070261)",Jaakko ja herneenvarsi,nan,nan,Jakub a kouzelné fazole,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Tammi,nan,nan,nan,1979.0,951-30-4801-2,Saima-Liisa Laatunen (trl) § Vojtěch Kubašta (ill),nan,nemá číslované strany
54,55,000646537,kniha,nan,celé dílo,překlad,nan,"Koch, Jaroslav (jk01061166)",Onnellinen lapsi,Vauvaikäisen kotikasvatus,nan,Výchova kojence v rodině,fin,cze,eng,Infant Rearing in the Family,Helsinki (Finsko): Uusi kirjakerho,nan,nan,295.0,1979.0,951-54-0178-X,Kati Appelqvist (trl) § František Sodoma (ill),nan,nan
55,56,001661320,kniha,nan,celé dílo,překlad,nan,"Voříšková, Marie (jk01150732)",Mustalaissatuja,nan,nan,Cikánské pohádky,fin,cze,ger,Singende Gegen - Zigeunermärchen,Helsinki (Finsko) : Weilin+Göös,nan,nan,198.0,1966.0,1-01-09-58,Eila Kivikkaho (trl) § Míla Doležalová (ill),nan,nan
56,57,003199274,kniha,nan,celé dílo,překlad,nan,"Reis, Vladimír (jk01102238)",Satuja Etelämeren saarilta,nan,nan,Povídky z Tichomoří,fin,cze,ger,Märchen aus der Südsee,Helsinki (Finsko) : Weilin+Göös,nan,nan,199.0,1980.0,951-35-2227-X,Liisa Ryömä (trl) § Karel Teissig (ill),nan,nan
57,58,003326622,kniha,nan,celé dílo,překlad,nan,"Reis, Vladimír (jk01102238)",Kiehtova satumaalima,nan,nan,Pohádky z obrázků,fin,cze,ger,nan,Östersundom/Itäsalmi (Finsko): Oy Kirjalito AB,nan,nan,206.0,1987.0,951-28-1682-2,Matti Hassinen (trl) § Laila Niukkanen (trl) § Aleš Krejča (ill),nan,nan
58,59,004673559,kniha,nan,celé dílo,překlad,nan,"Hulpach, Vladimír (jn20001103804)",Intiaanisatuja,nan,nan,Indiánské pohádky,fin,cze,nan,nan,Helsinki (Finsko) : Weilin+Göös,nan,nan,237.0,1979.0,S 2161/s.Hce.III.272,Marjatta Kurenniemi (trl) § Miloslav Troup (ill) § Oldřich Hlavsa (ill),nan,nan
59,60,003272169,kniha,nan,celé dílo,překlad,nan,"Hanuš, Pavel (jk01033496)",Viemäriballadi,nan,nan,Ballada z podzemí,fin,cze,nan,nan,nan,nan,nan,36.0,1984.0,s.(ö) Hce.208/1000055324,Kirsti Siraste (trl),scénář rozhlasové hry,nan
60,61,003270967,kniha,nan,celé dílo,překlad,nan,"Daněk, Jiří (xx0203350)","Pysäytä, Herra, armossasi salama","Kuunnelma Prokop Divischistä, 1700-luvulla eläneestä ensimmäinen sääkoneen keksijästä",nan,Zadrž blesk na cestě jeho...,fin,cze,nan,nan,nan,nan,nan,39.0,1988.0,s.(ö).Hce.Dan/100 002 5713,Kari Senius (trl),scénář rozhlasové hry,nan
61,62,000630950,kniha,nan,celé dílo,překlad,nan,"Landovský, Pavel (jk01071483)",Mutka,Kuunnelma,nan,Objížďka,fin,cze,nan,nan,nan,nan,nan,57.0,1988.0,s.Hce.III.1442,Kirsti Siraste (trl),scénář rozhlasové hry,nan
62,63,007343840,kniha,nan,celé dílo,překlad,nan,"Kubašta, Vojtěch (jk01070261)",Lumikki,nan,nan,O Sněhurce,fin,cze,nan,nan,Helsinki (Finsko) : Kustannusosakeyhtiö Tammi,nan,nan,nan,1979.0,951-30-4803-9,Saima-Liisa Laatunen (trl),nan,nemá číslované strany
63,64,000639481,kniha,nan,celé dílo,překlad,nan,"Kubašta, Vojtěch (jk01070261)",Urhoollinen tinasotilas,nan,nan,Statečný cínový vojáček,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,1979.0,951-30-4804-7,Saima-Liisa Laatunen (trl),nan,nemá číslované strany
64,65,005516150,kniha,nan,celé dílo,překlad,nan,"Kubašta, Vojtěch (jk01070261)",Saapasjalkakissa,nan,nan,Kocour v botách,fin,cze,nan,nan,Helsinki (Finsko): Kustannusosakeyhtiö Tammi,nan,nan,nan,1979.0,951-30-4802-0,Saima-Liisa Laatunen (trl),nan,nemá číslované strany
65,66,003304347,kniha,nan,celé dílo,překlad,nan,"Čtvrtek, Václav (jk01021929)",Rosvo Rudolf,nan,nan,Rumcajs,fin,cze,nan,nan,Helsinki (Finsko): Myrskylintu Oy,nan,nan,36.0,1980.0,951-839-006-1,Jana Kuronen (trl) § Tauno Yliruusi (trl) § Radek Pilař (ill),nan,nan
66,67,003304349,kniha,nan,celé dílo,překlad,nan,"Čtvrtek, Václav (jk01021929)",Rosvo Rudolf,nan,nan,Rumcajs,fin,cze,nan,nan,Helsinki (Finsko): Myrskylintu Oy,nan,nan,67.0,1981.0,951-839-007-X,Jana Kuronen (trl) § Tauno Yliruusi (trl) § Radek Pilař (ill),nan,nan
67,68,003304350,kniha,nan,celé dílo,překlad,nan,"Čtvrtek, Václav (jk01021929)",Rosvo Rudolf,nan,nan,Rumcajs,fin,cze,nan,nan,Helsinki (Finsko): Myrskylintu Oy,nan,nan,95.0,1982.0,951-839-008-8,Jana Kuronen (trl) § Tauno Yliruusi (trl) § Radek Pilař (ill),nan,nan
68,69,003330590,kniha,nan,celé dílo,překlad,nan,nan,"Pitkäkoipi, Jumbo ja Haukansilmä",Tšekkiläinen  kansansatu,nan,"Dlouhý, Široký a Bystrozraký",fin,cze,nan,nan,"Helsinki (Finsko): Mestarikustannus Oy, Kirjakerho Lasten Kirjapaketti",nan,nan,nan,1982.0,951-9189-42-6,Meri Starck (trl) § Petra Schweiss (ill),neuveden původní autor,nemá číslované strany
69,70,003303381,kniha,nan,celé dílo,překlad,nan,"Čapek, Jindra (jn19981002508)",Lapsi on syntynyt...,nan,Vanha joululegendan mukaan kertonut ja kuvittanut Jindra Čapek,Děťátko se narodilo...,fin,cze,ger,Ein Kind ist geboren...,Helsinki (Finsko): Lasten Keskus Oy,nan,nan,nan,1985.0,951-626-532-4,Johanna Luumi (trl),nan,nemá číslované strany
70,71,003312102,kniha,nan,celé dílo,překlad,nan,"Jágr, Miloslav (jk01050623)",Kahdeksas kääpiö,nan,nan,Osmý trpaslík pana Háby,fin,cze,nan,nan,Vantaa (Finsko): Literos Oy,nan,nan,nan,1986.0,951-99726-1-7,Aila Apell (trl),nan,nan
71,72,000454334,kniha,nan,souborné dílo,překlad,nan,"Nenadál, Jaroslav (jk01083165)",Ruusunpunainen kavaljeeri,ja muita novelleja,nan,originál neexistuje,fin,cze,nan,nan,Helsinki (Finsko): Oy Orient express,nan,nan,199.0,1991.0,951-615-779-3,Eero Balk (trl),nan,nan
72,73,nan,část knihy,72.0,nan,překlad,nan,nan,Ruusunpunainen kavaljeeri,nan,nan,Růžový kavalír,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,74,nan,část knihy,72.0,celé dílo,překlad,nan,nan,"Kun tiedät, tätikulta, pannaan hautaan...",nan,nan,"Až, vás, tetičko, budou dávat do hrobu...",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,75,nan,část knihy,72.0,celé dílo,překlad,nan,nan,Välikohtaus huvilalla,nan,nan,Křivoklátské intermezzo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,76,nan,část knihy,72.0,celé dílo,překlad,nan,nan,Lehti-ilmoitus,nan,nan,Inzerát,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,77,nan,část knihy,72.0,celé dílo,překlad,nan,nan,Hic sunt Leones (se pyörii sittenkin),nan,nan,Hic sunt Leones (a přece se točí),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,78,003095588,kniha,nan,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",Kysytään Klaaralta,nan,Jelena Mašinován käsikirjoitukseen pohjautuva romaani,Nápady svaté Kláry,fin,cze,nan,nan,Helsinki (Finsko): Kirjayhtymä,nan,nan,255.0,1982.0,951-26-2194-0,Kirsti Siraste (trl),nan,nan
78,79,000914358,kniha,nan,celé dílo,překlad,nan,"Neruda, Jan (jk01083209)",Prahalaistarinoita,nan,nan,Povídky malostranské,fin,cze,nan,nan,Helsinki (Finsko): Taifuuni,nan,nan,360.0,2000.0,951-581-074-4,Eero Balk (trl),nan,Za podpory ministerstva kultury ČR
79,80,004694516,kniha,nan,celé dílo,překlad,nan,"Langer, Jiří (jk01071526)",Yhdeksän porttia,Hasidien salaisuudet,nan,Devět bran,fin,cze,nan,nan,Helsinki (Finsko): Basam Books,nan,nan,301.0,2003.0,952-9842-82-1,Eero Balk (trl),nan,Za podpory ministerstva kultury ČR
80,81,003094212,kniha,nan,celé dílo,překlad,nan,"Škvorecký, Josef (jk01130413)",Ihmismielten insinööri,"Lukemista vanhoista kunnon aihesta: elämästä, naisista, kohtalosta, unelmista, työväenluokasta, salaisista agenteista, rakkaudesta ja kuolemasta",nan,Příběh inženýra lidských duší,fin,cze,eng,The Engineer of Human Souls,Helsinki (Finsko): Kustannutosakeyhtiö Otava,Otavan kirjasto ; 64,nan,671.0,1988.0,951-1-08620-0,Leevi Lehto (trl),nan,nan
81,82,000359508,kniha,nan,celé dílo,překlad,nan,"Viewegh, Michal (jn19990010021)",Kotiopettajan romaani,nan,nan,Výchova dívek v Čechách,fin,cze,nan,nan,Helsinki (Finsko): Like,nan,nan,237.0,2004.0,952-471-263-6,Nina Saikkonen (trl) § Eeva-Liisa Manner (trl),nan,nan
82,83,000415088,kniha,nan,celé dílo,překlad,nan,"Berková, Alexandra (jk01011850)",Magoria,Tarina suuresta rakkaudesta,nan,Magorie aneb příběh velké lásky,fin,cze,nan,nan,Helsinki (Finsko): Taifuuni,nan,nan,120.0,1994.0,951-581-021-3,"Eero Balk (trl, aft)",nan,nan
83,84,000495331,kniha,nan,celé dílo,překlad,nan,"Berková, Alexandra (jk01011850)",Uskollisen reppanan kärsimykset,nan,nan,Utrpení oddaného Všiváka,fin,cze,nan,nan,Helsinki (Finsko): Taifuuni,nan,nan,92.0,1997.0,951-581-050-7,Eero Balk (trl),nan,nan
84,85,000246997,kniha,nan,celé dílo,překlad,nan,"Weil, Jiří (jk01151482)",Tähti sydämellä,nan,nan,Život s hvězdou,fin,cze,nan,nan,Helsinki (Finsko): Basam Books,nan,nan,236.0,2002.0,952-9842-52-X,Eero Balk (trl),nan,Za podpory ministerstva kultury ČR
85,86,003317824,kniha,nan,celé dílo,překlad,nan,"Lukešová, Milena (jk01072640)",Jussi ja kalat,nan,nan,Jozifek a ryby,fin,cze,nan,nan,Vantaa ? (Finsko): Literos Oy,nan,nan,nan,1989.0,s.Xe.III.1941,Aila Apell (trl) § Jan Kudláček (illl),nan,nemá číslované strany
86,87,000908289,kniha,nan,celé dílo,překlad,nan,"Roller, Zdeněk (jn20001005498)",Kotieläimiä,nan,nan,Domácí zvířátka,fin,cze,eng,Domestic Animals,Helsinki (Finsko): Kirjalito AB,nan,nan,46.0,1999.0,951-28-3264-X,Ismo Nuuja (trl) § Katri Nuuja (trl)§ Eduard Studnička (pht) § Pavla Jiráková (pht) § Jaromír Knotek (ill) § Libuše Knotková (ill),nan,nan
87,88,003241980,kniha,nan,celé dílo,překlad,nan,"Baránková, Vlasta (jn19981000214)",Siipiniekat,nan,nan,Kouzelná cesta domů?,fin,cze,ger,nan,Helsinki (Finsko): Lasten Keskus Oy,nan,nan,nan,nan,951-626-870-6,Tuula Korolainen (trl),nan,nemá číslované strany
88,89,004007965,kniha,nan,celé dílo,překlad,nan,"Kulka, Tomáš (jn20010310175)",Taide ja kitsch,nan,nan,Umení a kýč,fin,cze,nan,nan,Helsinki (Finsko): Taifuuni,nan,nan,119.0,1997.0,951-581-056-6,Eero Balk (trl),nan,nan
89,90,004762636,kniha,nan,celé dílo,překlad,nan,"Kriseová, Eda (jk01063340)",Václav Havel - Kirjailija ja presidentti,nan,nan,Václav Havel - Životopis,fin,cze,nan,nan,Helsinki (Finsko): Kirjayhtymä,nan,nan,393.0,1993.0,951-26-3664-6,"Eero Balk (trl, cwt)",nan,nan
90,91,000687584,kniha,nan,celé dílo,překlad,nan,"Havel, Václav (jk01040240)",Asioista kuultuna,nan,nan,Dálkový výslech,fin,cze,nan,nan,Helsinki (Finsko): Kirjayhtymä,nan,nan,202.0,1990.0,951-26-3484-4,"Kirsti Siraste (trl, cwt)","z rukopisu, zkráceno",nan
